Perusahaan,Sektor
Sewu Segar Nusantara (Gunung Sewu Group),Consumer Products/FMCG
SF Architect,"Consulting (IT, Science, Engineering & Technical)"
SF Consulting,Consulting (Business & Management)
SFI,Others
Sfi Technology Bali,Computer / Information Technology (Hardware)
SG Comp Solo & SG CCTV ONLINE Alarm & Security System,Computer/Information Technology (Software)
SG Dental Solution,Grooming / Beauty / Fitness
SGB,Retail/Merchandise
SGT Knitting,Textiles / Garment
SGWANKA PTE LTD,Travel/Tourism
Shabura Jaya,Telecommunication
Shafina Tour & Travel,Travel / Tourism
Shaha Fashion,Retail / Merchandise
Shaka Poke,Others
SHAKTI HOTEL,Hotel/Hospitality
Shallom Komputer,Computer / Information Technology (Software)
SHAN DONG XI LE,Others
"Shandong Weiye Group Co., Ltd",Mining
Shangdao International,Others
"Shanghai Decent Investment (Group) Co., Ltd.",Manufacturing/Production
Shanghai Fu Wei Internet Technology,Others
"Shanghai Power Engineering Co,.Ltd",Manufacturing/Production
"Shanghai Yanfeng Jinqiao Automotive Trim Systems Co.,Ltd",Automobile/Automotive Ancillary/Vehicle
Shanghai Yuanyi Chemical Co Ltd.,Construction/Building/Engineering
"Shanghai Yuanyi Chemical Co., Ltd",Chemical/Fertilizers/Pesticides
"Shanghai Zhuyu Information Technology Co, Ltd Jakarta",Others
Shangri-la Fitness,Grooming/Beauty/Fitness
Shangri-La Hotel Jakarta,Hotel / Hospitality
Shangri-La Hotel Surabaya,Hotel/Hospitality
Shangrila Beauty care,BioTechnology / Pharmaceutical / Clinical research
Shanny Cellular,Electrical & Electronics
Shanty,Others
Shapoorji Pallonji & Co Ltd (SPCL Indonesia),Construction / Building / Engineering
shararea,Retail/Merchandise
sharedvis powered by Infomedia,Call Center/IT-Enabled Services/BPO
Sharetea Lotte Shopping Aveneu Indonesia,Food & Beverage / Catering / Restaurant
Sharia Banking Institute (SBI),Banking / Financial Services
SharingHappiness.org,Computer/Information Technology (Software)
sharp,Others
Sharp Edge Barber & Co,Grooming/Beauty/Fitness
Shawl & Co,Arts/Design/Fashion
SHB Group,Consumer Products/FMCG
Sheika Hijab,Others
Sheilov design,Others
Shelkin.PTE.LTD,Retail/Merchandise
Shell Companies Indonesia,Oil/Gas/Petroleum
shella meygasari,Others
Shella Natasia Bridal Shop,Grooming/Beauty/Fitness
Shelter,Entertainment / Media
Shelter Cafe Bali,Food & Beverage/Catering/Restaurant
"SHENYANG YUANDA ALUMINIUM INDUSTRY ENGINEERING, PT",Accounting/Audit/Tax Services
Sheraton Media Hotel & Towers,Hotel / Hospitality
Sheraton Surabaya Hotel & Towers,Hotel / Hospitality
Sherpa Logistic,Transportation / Logistics
Sherrian Consulting,Consulting (Business & Management)
SHIBLY,Others
Shichidon japanese restaurant,Food & Beverage / Catering / Restaurant
Shichidon Restaurant Lenmarc,Food & Beverage / Catering / Restaurant
Shihlin Taiwan Street Snaks,Food & Beverage/Catering/Restaurant
Shilla Tour,Travel / Tourism
Shimada Shoji Co.Ltd,Textiles / Garment
Shine Clinic,BioTechnology/Pharmaceutical/Clinical research
Shine Corp,Retail/Merchandise
Shining Stars Academy,Education
shinning oldest yet sides belong,Others
Shinsung Tongsang Indonesia Branch Office,General & Wholesale Trading
Shiny Lash,Grooming/Beauty/Fitness
Shiny Smile Dental Clinic,Healthcare/Medical
Shipper Jakarta Barat,Others
ShipShop,Computer/Information Technology (Software)
Shiro Accessories,Retail / Merchandise
Shiro Zero Developer,Others
Shirobyte Teknologi Indonesia,Computer/Information Technology (Software)
SHL & Partners,Arts / Design / Fashion
SHM PARTNERSHIP,Consulting (Business & Management)
SHOES,Others
sholahudin,Others
Shoot Bali Image,Printing / Publishing
ShopBack Makassar,Others
Shopee Internasional Indonesia,Computer/Information Technology (Software)
Short Video Media,Entertainment/Media
Showroom new sejahtera mobil,Others
SHP CARGO,Transportation/Logistics
Shrimpis,Others
Shui,Others
Shun Chi  Indonesia,Automobile/Automotive Ancillary/Vehicle
SHUNDA PLAFON,General & Wholesale Trading
Shwetech,Computer/Information Technology (Software)
Si Doi Hotel Restaurant Bar,Hotel / Hospitality
SIAB,Others
Siadari & Partners Law Firm,Law / Legal
"Siam Canadian Foods Co, Ltd",Food & Beverage / Catering / Restaurant
Siam Sabai Tour,Travel/Tourism
Sian Huta,Agricultural/Plantation/Poultry/Fisheries
Siapsedia,Computer/Information Technology (Software)
Sibel Hairdressing,BioTechnology / Pharmaceutical / Clinical research
Sibelco - Sibelco Lautan Minerals & PT Bhumiadya,Manufacturing/Production
Siddharta Siddharta & Widjaja,Consulting (Business & Management)
Sido Agung,Agricultural/Plantation/Poultry/Fisheries
Sido Agung Farm,Retail / Merchandise
