Perusahaan,Sektor
Sambara Group,Food & Beverage/Catering/Restaurant
Sambas Group,Mining
SAMEKARINDO INDAH (MAIN DEALER SUZUKI),Others
Samera Marketing Agency,Advertising/Marketing/Promotion/PR
"Samjin Elex Co., Ltd",Electrical & Electronics
Sampoerna Academy,Education
Sampoerna Kayoe,Wood/Fibre/Paper
SAMPURNA JAYA VARIASI,Manufacturing/Production
Sampurna Photo,Entertainment/Media
samsul,Others
Samsul Hidayat,Others
Samsung C&T Coporation,General & Wholesale Trading
Samuan Restaurant,Food & Beverage / Catering / Restaurant
SAMUDERA FIBER,Manufacturing/Production
SAMUDERA TERANG,Manufacturing/Production
Samudra Bibit,Agricultural/Plantation/Poultry/Fisheries
Samudra Inti Dimensi,Consumer Products / FMCG
Samuel Bonaparte & Partners,Law/Legal
Samung,Others
Samwhan Corporation,Construction/Building/Engineering
San Merio Bake & Cook,Food & Beverage/Catering/Restaurant
San San Barbershop,Grooming / Beauty / Fitness
Sanbe Farma Leuwigajah,Others
SANCO,Others
Sanctuario Hotel & Villa,Hotel / Hospitality
Sanctuary,Grooming/Beauty/Fitness
SANCU KREATIF INDONESIA GROUP,Arts/Design/Fashion
Sandaga Ban,Repair & Maintenance Services
sandang indah,Retail/Merchandise
SANDHOG CUTTING TOOLS,General & Wholesale Trading
Sandimas Katusa Keramika Industries,Manufacturing/Production
Sandjungan Trading Coy,Others
Sandro Test,Others
Sandro Test 3,Others
Sandro test 4 js,Others
Sandro Test 5,Others
Sandro1 Test Lagi,Others
Sandro2 Test,Others
Sandy Leksana Institute,Education
Sandy Pasaribu,Others
Sanflor,Retail/Merchandise
Sanfood Prima Makmur,Consumer Products/FMCG
Sang Spa,Hotel/Hospitality
Sangam House,Food & Beverage / Catering / Restaurant
SANGFOR TEHNOLOGIES,"Consulting (IT, Science, Engineering & Technical)"
Sanggar Belajar CHATO,Education
Sanggar Indah Group,Property/Real Estate
Sanggar Liza,Grooming/Beauty/Fitness
Sanggar Nakula Sadewa,Construction / Building / Engineering
Sangkan Resort Aqua Park,Hotel/Hospitality
Sangkuriang Sakti Seafarer,General & Wholesale Trading
Sangkuriang Studio Center,Entertainment / Media
Saniharto Furniture,Architectural Services / Interior Designing
Sanisphere Limited,Healthcare/Medical
sanjaya ompusunggu,Others
Sanlixin Lestari Indonesia,General & Wholesale Trading
Sanno Jakarta Airport Hotel,Hotel / Hospitality
Sanny Auto,Others
Sanny Auto Gallery,Automobile/Automotive Ancillary/Vehicle
Sanny Auto Gallery,General & Wholesale Trading
Sanofi Aventis Pharma,BioTechnology / Pharmaceutical / Clinical research
sansan suherlan,Others
santa interior,Architectural Services/Interior Designing
Santa Maria Funeral Organizer,Non-Profit Organisation / Social Services / NGO
Santa Patricia School,Education
Sante Medical Centre,Healthcare / Medical
Santika Hotel Bangka,Hotel / Hospitality
Santika Premiere Beach Resort Belitung Hotel,Hotel/Hospitality
Santo Nicholas School,Education
Santos Asia Pacific Pty Ltd,Oil / Gas / Petroleum
Santosa & Partners Law Firm,Law/Legal
Sanur Multimedia,Computer/Information Technology (Hardware)
Sanur Paradise Plaza Hotel & Suites,Hotel / Hospitality
Sanwan Computer,Retail/Merchandise
Sanyei Corporation Hongkong Ltd,General & Wholesale Trading
SAP Group,Retail/Merchandise
Sapadia Guest House Bandung,Hotel / Hospitality
Sapphire Group,Automobile / Automotive Ancillary / Vehicle
Sapphire Lighting,Others
Sapta Pirsa Mandiri PT,Banking / Financial Services
Sapulidi Group,Hotel/Hospitality
Saputra Jaya,Textiles/Garment
Sarana Advertising,Advertising/Marketing/Promotion/PR
Sarana Dewata Bali,Exhibitions / Event management / MICE
Sarana Dirgantara Abadi,Others
Sarana Duta Pratama,Property/Real Estate
Sarana Komunikasi Indonesia - VASCOMM,Telecommunication
Sarana Makmur Sejahtera,Automobile / Automotive Ancillary / Vehicle
"Sarana Solusi Amanah, PT",Others
Sarana Surya Balikpapan,Electrical & Electronics
Sarana teknik mandiri,Others
"Saranawisesa Properindo, PT",Property/Real Estate
Sarang Jasa,Others
Saren Indah,Hotel/Hospitality
Sari Kartika Spa,Grooming / Beauty / Fitness
Sari Kelapa Nusantara,Manufacturing/Production
Sari Mulya Group,Oil / Gas / Petroleum
Sari Murni Group,Manufacturing / Production
Sari Rasa Group,Food & Beverage/Catering/Restaurant
sari salon cipayung,Grooming/Beauty/Fitness
