Perusahaan,Sektor
Bursa Pengetahuan Kawasan Timur Indonesia (BaKTI),Education
BURSA PRINTING,Printing/Publishing
Bursadesain.com,Printing / Publishing
Burung Indonesia,Non-Profit Organisation/Social Services/NGO
Busana Apparel Group,Manufacturing/Production
Business France-French Embassy,Government/Defence
Business Sweden,Consulting (Business & Management)
BusinessGrowth (PT. Bersan Growth),Consulting (Business & Management)
BUT Advanced Maritime Transports PTE LTD,Transportation / Logistics
BUT Asiades Hongkong Limited,Manufacturing/Production
BUT ASICS Corporation,Manufacturing/Production
BUT Bank Of India Representative office,Banking/Financial Services
BUT Bosch and Siemens Home Appliances Pte.Ltd,Manufacturing / Production
But Challedon Services Ltd,Oil/Gas/Petroleum
BUT Chevron Indonesia Company,Oil/Gas/Petroleum
BUT China CAMC Engineering,Construction/Building/Engineering
BUT Decathlon S.A,General & Wholesale Trading
BUT Deep Industries Limited,Oil / Gas / Petroleum
But Development Services Limited,General & Wholesale Trading
BUT Federal Express Corporation,Transportation / Logistics
"BUT Korea Western Power Co.,Ltd.",Electrical & Electronics
BUT KPPA SKK(S) PTE LTD,Construction / Building / Engineering
BUT Laureoli International Pte Ltd,Human Resources Management / Consulting
BUT Lotte Shopping Co. Ltd,Retail/Merchandise
But Meat & Livestock Australia,Agricultural/Plantation/Poultry/Fisheries
BUT Mega Life Sciences Pty Ltd,BioTechnology/Pharmaceutical/Clinical research
BUT Oxford Policy Management Limited,Manufacturing/Production
BUT Samsung C&T Corporation,Construction/Building/Engineering
"BUT Samsung Engineering Co, LTD",Construction / Building / Engineering
BUT Shimizu Corporation,Construction/Building/Engineering
BUT Sinohydro Corporation Limited,Construction/Building/Engineering
BUT Sinohydro HSRCC Projects,Construction/Building/Engineering
But Sinotrans & CSC Holdings Co Ltd,Transportation/Logistics
"BUT Taihan Electric Wire CO.,LTD",Construction/Building/Engineering
BUT Takasago International (Singapore) Pte. Ltd.,Consumer Products/FMCG
BUT Target Sourcing Services LLC,Retail/Merchandise
BUT TESBL,Oil/Gas/Petroleum
BUT TRIANGLE PASE INC,Oil/Gas/Petroleum
BUT VIETNAM AIRLINES,General & Wholesale Trading
BUT Virginia Indonesia Company,Oil / Gas / Petroleum
BUT WMGS Services Ltd,Retail / Merchandise
But Xiamen Airlines Company Limited,Aerospace/Aviation/Airline
BUT. China Machinery Industry Fifth Construction Corp Inc,Education
BUT. China Road And Bridge Corporation,Construction/Building/Engineering
BUT. CHINA SOUTHERN AIRLINES,Aerospace/Aviation/Airline
BUT. Conservation International Indonesia,Non-Profit Organisation/Social Services/NGO
BUT. Development Alternatives Inc,Non-Profit Organisation/Social Services/NGO
But. GS Engineering & Construction Corporation,Construction / Building / Engineering
BUT. Hazama Ando Corporation Representative Jakarta Office,Construction / Building / Engineering
"But. Hitachi Plant Construction, Ltd.",Construction/Building/Engineering
BUT. QINGJIAN INTERNATIONAL (SOUTH PACIFIC) GROUP DEVELOPMENT CO PTE LTD,Accounting/Audit/Tax Services
"BUT. Qingjian International (South Pacific) Group Development Co., Pte Ltd",Construction/Building/Engineering
"BUT. Ssangyong Engineering & Construction Co., Ltd.",Construction/Building/Engineering
Butchers Club Bali,Food & Beverage/Catering/Restaurant
Butik Atelier Angelina,Retail/Merchandise
Butik Batik,Others
Butik Elektronik,General & Wholesale Trading
Butik Games,Retail/Merchandise
Butik Grande,Arts / Design / Fashion
Butik Najmah,Retail / Merchandise
Butterfly English Course,Consumer Products / FMCG
Butterfly Swimming Course,Education
Butuhpiro,Banking/Financial Services
Buyer,Others
Buzz,Others
Buzz Bakehouse and Great Australian Pie,Hotel/Hospitality
BWA - Studio,Architectural Services/Interior Designing
BWGS Advocates and Counselors,Law/Legal
BWT Architecture,Architectural Services / Interior Designing
Bye Bye Belly,Food & Beverage/Catering/Restaurant
Bylaws Indonesia,Consulting (Business & Management)
BYRNE SURF BALI,Others
Bytedance Inc,Computer/Information Technology (Hardware)
BZH Company,Others
